fps,nupdates,explained_variance,policy_entropy,total_timesteps,value_loss
1082,12100,0.05710315704345703,0.6808565855026245,60500,1726.6318359375
1082,12200,-15.66035270690918,0.6921401619911194,61000,0.048962127417325974
1082,12300,-35.98784637451172,0.687049388885498,61500,5.891579627990723
1082,12400,-5.907805919647217,0.6720723509788513,62000,0.09020887315273285
1082,12500,0.021059274673461914,0.6912761926651001,62500,1794.904541015625
1082,12600,-56.375885009765625,0.6887043118476868,63000,0.1837736815214157
1082,12700,-87.93157196044922,0.6832172274589539,63500,0.29597899317741394
1082,12800,-12.744879722595215,0.686775803565979,64000,0.05386054515838623
1082,12900,-45.68193054199219,0.6874488592147827,64500,1.508371114730835
1082,13000,-4.850948810577393,0.6923920512199402,65000,0.021097693592309952
1082,13100,-0.4713324308395386,0.6899310350418091,65500,0.03691880777478218
1082,13200,-64.5767593383789,0.6838014125823975,66000,1.2128989696502686
1082,13300,-41.50162124633789,0.6585557460784912,66500,11.838537216186523
1083,13400,-17.522794723510742,0.691889762878418,67000,0.06751581281423569
1083,13500,-254.34640502929688,0.6753183603286743,67500,0.8240287899971008
1082,13600,-110.5013656616211,0.6373109817504883,68000,0.743863582611084
1082,13700,-11.331624984741211,0.6909713745117188,68500,1.2091169357299805
1083,13800,-3.965097427368164,0.6920984983444214,69000,0.307647168636322
1083,13900,-38.22948455810547,0.6898362636566162,69500,0.10080021619796753
1083,14000,-16.89815330505371,0.6815283894538879,70000,0.06022387742996216
1083,14100,-236.20838928222656,0.6706191301345825,70500,0.6775693893432617
1083,14200,-5.535158157348633,0.6814875602722168,71000,0.02161065675318241
1083,14300,-8.876249313354492,0.6914423108100891,71500,0.32640647888183594
1084,14400,-44.56447982788086,0.6927013397216797,72000,0.11677421629428864
1084,14500,0.39431583881378174,0.6656853556632996,72500,8875.5654296875
1084,14600,-11.37292194366455,0.6927114725112915,73000,0.022982528433203697
1084,14700,-93.34981536865234,0.6663532257080078,73500,0.31230825185775757
1084,14800,-646.009521484375,0.6424778699874878,74000,5.398340702056885
1084,14900,-154.16831970214844,0.6805496215820312,74500,0.30732107162475586
1084,15000,-10.853321075439453,0.6894939541816711,75000,0.01883138157427311
1084,15100,-198.140869140625,0.6567642688751221,75500,7.294578552246094
1084,15200,-0.4715254306793213,0.6837202310562134,76000,0.03485453873872757
1084,15300,-21.37339210510254,0.6917597055435181,76500,0.04986365884542465
1084,15400,-1.9823930263519287,0.6929893493652344,77000,0.009665093384683132
1084,15500,-264.74188232421875,0.5938113331794739,77500,3.771284580230713
1084,15600,-1.5355710983276367,0.6919812560081482,78000,0.006405963096767664
1084,15700,-10.565610885620117,0.6920291781425476,78500,0.04699286073446274
1084,15800,-122.5669937133789,0.6724188327789307,79000,0.23502454161643982
1084,15900,-94.19549560546875,0.6849629878997803,79500,0.11197763681411743
1084,16000,-42.34433364868164,0.687915563583374,80000,0.3952086567878723
1084,16100,-1203.40673828125,0.6428265571594238,80500,5.121033668518066
1084,16200,-87.87187194824219,0.6895944476127625,81000,0.1930394470691681
1084,16300,0.01711571216583252,0.68386310338974,81500,5387.421875
1084,16400,-1.3709039688110352,0.6915569305419922,82000,0.009820420295000076
1084,16500,-12.293839454650879,0.6920114159584045,82500,0.036547720432281494
1084,16600,-58.28780746459961,0.6904686093330383,83000,0.1189221516251564
1084,16700,-39.632965087890625,0.690024197101593,83500,0.111305832862854
1084,16800,-97.23723602294922,0.6867996454238892,84000,1.2279963493347168
1084,16900,-141.1842498779297,0.665753960609436,84500,0.34531959891319275
1084,17000,-220.4383087158203,0.6879401206970215,85000,0.39531466364860535
1084,17100,-877.5115356445312,0.525720477104187,85500,12.032439231872559
1084,17200,0.04926973581314087,0.6430290937423706,86000,3514.178466796875
1083,17300,-18.114246368408203,0.69172203540802,86500,0.02403211034834385
1083,17400,-236.28453063964844,0.6110478639602661,87000,0.6918290853500366
1084,17500,0.02096736431121826,0.6869069337844849,87500,3620.631591796875
1084,17600,-3.498889446258545,0.6924170255661011,88000,0.01898377202451229
1084,17700,-8.577312469482422,0.6926684379577637,88500,1.082772135734558
1083,17800,0.012996554374694824,0.6908158659934998,89000,3654.013671875
1083,17900,0.005871474742889404,0.6920580267906189,89500,5458.1376953125
1083,18000,-0.1621328592300415,0.6852222084999084,90000,8833.7724609375
1083,18100,-9.162090301513672,0.6898759603500366,90500,0.028576379641890526
1083,18200,-5.183012008666992,0.6929993629455566,91000,0.011628598906099796
1084,18300,-23.457990646362305,0.6836124658584595,91500,5.225947380065918
1083,18400,0.04798072576522827,0.6435641050338745,92000,3523.07177734375
1083,18500,-11.714987754821777,0.6918774843215942,92500,0.09372492134571075
1083,18600,-5.593031406402588,0.6922679543495178,93000,0.018874861299991608
1083,18700,-192.68060302734375,0.4996979236602783,93500,2.5291762351989746
1083,18800,-48.35736083984375,0.6911099553108215,94000,0.1348550021648407
1083,18900,-46.00175476074219,0.6647672653198242,94500,0.29532065987586975
1083,19000,-5.647195816040039,0.69184809923172,95000,0.02940126694738865
1083,19100,-45.10831069946289,0.669182300567627,95500,0.8408569097518921
1084,19200,-20.50990104675293,0.6925438046455383,96000,0.029524359852075577
1084,19300,-83.24822998046875,0.6653071045875549,96500,1.968817949295044
1084,19400,-19.805667877197266,0.6883708834648132,97000,0.04818977788090706
1084,19500,-840.9415893554688,0.6784898638725281,97500,1.77783203125
1084,19600,-37.507537841796875,0.6873171925544739,98000,0.05959821864962578
1084,19700,-38.45777893066406,0.6771028637886047,98500,0.6615093350410461
1084,19800,-8.867237091064453,0.6916985511779785,99000,0.47494959831237793
1084,19900,-78.65740966796875,0.6458815336227417,99500,16.1507511138916
1084,20000,-15.36235237121582,0.6911581754684448,100000,0.02438429370522499
