TimeElapsed,ev_tdlam_before,EpLenMean,EpThisIter,EpisodesSoFar,EpRewMean,entropy,TimestepsSoFar,meankl,entloss,surrgain,optimgain
42.193503856658936,0.4938815236091614,191.225,5,704,191.225,0.6009356,78651,0.0006568483,0.0060093557,0.0051567657,0.011166122
42.78088855743408,0.32977724075317383,191.775,6,710,191.775,0.61679995,79851,0.0007883958,0.0061679995,0.003561065,0.009729065
43.3939151763916,0.35757458209991455,185.6,7,717,185.6,0.5760229,80890,0.00072011293,0.005760229,0.0053921444,0.011152374
43.90495944023132,0.7019952237606049,190.25,5,722,190.25,0.58264005,81890,0.0008182506,0.0058264006,0.0048300186,0.010656419
44.43224239349365,0.5332187414169312,190.6,5,727,190.6,0.59698373,82890,0.00088223827,0.0059698373,0.0045372103,0.010507047
44.953134059906006,0.2242668867111206,190.975,5,732,190.975,0.62791646,83890,0.00082007586,0.0062791645,0.0029445663,0.009223731
45.47323131561279,0.21903342008590698,190.975,5,737,190.975,0.600909,84890,0.00062213466,0.0060090898,0.0039181886,0.009927278
46.0522255897522,0.06101471185684204,187.925,6,743,187.925,0.5794778,85968,0.0009077275,0.0057947775,0.004610583,0.010405361
46.58326172828674,0.40749692916870117,185.725,5,748,185.725,0.5900465,86880,0.0006915303,0.005900465,0.003991862,0.009892327
47.129777908325195,0.11883461475372314,186.275,6,754,186.275,0.60013056,87899,0.0010067392,0.0060013053,0.00512893,0.011130235
47.69105052947998,0.231764018535614,190.225,5,759,190.225,0.5905271,88899,0.00075413776,0.005905271,0.0025842814,0.008489553
48.29046940803528,0.24129879474639893,190.225,6,765,190.225,0.5991422,90099,0.0004917089,0.0059914216,0.0031447327,0.009136154
48.80419731140137,0.3899044394493103,190.225,5,770,190.225,0.61035323,91099,0.0006613787,0.0061035324,0.0030109342,0.009114467
49.372732162475586,0.5520771443843842,189.125,5,775,189.125,0.59033036,92055,0.00079332606,0.0059033036,0.00578433,0.011687634
49.97694635391235,0.09909111261367798,189.025,5,780,189.025,0.59848726,93051,0.0010929306,0.0059848726,0.004816196,0.0108010685
50.511285066604614,0.48866158723831177,186.425,6,786,186.425,0.5854113,94025,0.0007919231,0.005854113,0.004863399,0.010717512
51.06896257400513,0.0975157618522644,193.15,6,792,193.15,0.59038675,95225,0.00054152275,0.0059038675,0.002958058,0.008861925
51.63829064369202,0.38094085454940796,193.15,5,797,193.15,0.6002339,96225,0.00043598877,0.006002339,0.002259697,0.008262036
52.19348073005676,0.3792911767959595,191.025,5,802,191.025,0.5954219,97140,0.0005864131,0.005954219,0.004865241,0.010819459
52.71073865890503,0.514253556728363,190.35,5,807,190.35,0.5885862,98113,0.0007750292,0.005885862,0.0044950144,0.010380876
53.264768838882446,0.32742178440093994,190.35,6,813,190.35,0.60836446,99313,0.0010898566,0.0060836445,0.0034855762,0.00956922
53.84702444076538,0.5217151641845703,191.55,5,818,191.55,0.6039385,100313,0.0007957174,0.006039385,0.0025302644,0.008569649
