value_loss,nupdates,policy_entropy,explained_variance,fps,total_timesteps
7167.98583984375,9900,0.672184944152832,0.02259516716003418,1086,49500
1.5957510471343994,10000,0.6911377906799316,-30.012168884277344,1086,50000
0.03599153831601143,10100,0.6842702627182007,-9.683691024780273,1086,50500
0.010970131494104862,10200,0.6794925928115845,-1.0766544342041016,1086,51000
4.44345760345459,10300,0.6845484972000122,-15.725061416625977,1086,51500
17.625484466552734,10400,0.6769822239875793,-83.90284729003906,1086,52000
4556.78857421875,10500,0.5196534395217896,0.18072617053985596,1086,52500
0.005426744930446148,10600,0.6927841305732727,-0.004296302795410156,1086,53000
6.7549028396606445,10700,0.643695592880249,-676.7498168945312,1086,53500
0.030691813677549362,10800,0.692138671875,-12.929659843444824,1086,54000
0.1722811758518219,10900,0.676313042640686,-125.89551544189453,1086,54500
0.5504369139671326,11000,0.6812139749526978,-8.083270072937012,1086,55000
1775.535400390625,11100,0.6619433164596558,0.05780154466629028,1086,55500
0.05132516473531723,11200,0.6855979561805725,-3.0744900703430176,1086,56000
0.2558276951313019,11300,0.6846087574958801,-151.32278442382812,1086,56500
0.056523870676755905,11400,0.6868318319320679,-30.57419776916504,1086,57000
0.013524552807211876,11500,0.6874395608901978,-2.177314281463623,1086,57500
0.00469355471432209,11600,0.6845709085464478,-1.7908494472503662,1086,58000
0.08340638130903244,11700,0.6918202638626099,-28.055091857910156,1086,58500
0.023191891610622406,11800,0.6782394647598267,-16.157155990600586,1086,59000
0.056105684489011765,11900,0.6838898658752441,-28.013145446777344,1087,59500
0.20178326964378357,12000,0.6690264940261841,-109.92085266113281,1087,60000
0.4802930951118469,12100,0.6472368240356445,-283.3245849609375,1087,60500
0.05184178426861763,12200,0.6881506443023682,-48.54381561279297,1087,61000
3686.61181640625,12300,0.6625603437423706,0.011773109436035156,1088,61500
0.7712256908416748,12400,0.6680530905723572,-457.25762939453125,1088,62000
8479.365234375,12500,0.5818281173706055,-1.4784409999847412,1088,62500
0.06610007584095001,12600,0.6902717351913452,-68.24530029296875,1088,63000
0.04726642370223999,12700,0.6879481077194214,-35.43820571899414,1089,63500
1667.058349609375,12800,0.6291786432266235,0.10843223333358765,1088,64000
0.07583083212375641,12900,0.6827098727226257,-54.62350845336914,1088,64500
0.008860151283442974,13000,0.6924607157707214,0.21056979894638062,1088,65000
0.02404744178056717,13100,0.6821349859237671,-19.701465606689453,1088,65500
0.03135786950588226,13200,0.6881393790245056,-1.536754846572876,1088,66000
0.1120925173163414,13300,0.6905637979507446,-57.044376373291016,1089,66500
0.002844652161002159,13400,0.6928626894950867,-1.8477940559387207,1089,67000
0.04010527953505516,13500,0.6906014084815979,-38.520729064941406,1089,67500
0.01645263470709324,13600,0.6918114423751831,-4.427083969116211,1089,68000
0.026907270774245262,13700,0.6921359300613403,-30.639606475830078,1089,68500
1.5711088180541992,13800,0.6366167068481445,-403.6166076660156,1089,69000
0.05815386027097702,13900,0.6919163465499878,-55.64366149902344,1089,69500
4.780468940734863,14000,0.6809865832328796,-51.054630279541016,1089,70000
1.2346547842025757,14100,0.688613772392273,-16.11716079711914,1089,70500
0.35337406396865845,14200,0.6549760103225708,-196.9131317138672,1089,71000
0.1019405722618103,14300,0.69212806224823,-54.28618621826172,1089,71500
1.3609344959259033,14400,0.6888788938522339,-28.125614166259766,1089,72000
0.9583672285079956,14500,0.6426867842674255,-668.1375122070312,1089,72500
0.35511302947998047,14600,0.6879897117614746,-12.518997192382812,1089,73000
0.27741843461990356,14700,0.683517575263977,-239.85702514648438,1089,73500
0.03614280745387077,14800,0.6916646957397461,-2.7215192317962646,1089,74000
0.45052194595336914,14900,0.6845871806144714,-13.19998550415039,1089,74500
8809.625,15000,0.5628925561904907,0.2697698473930359,1089,75000
3681.02734375,15100,0.6634279489517212,0.014901459217071533,1089,75500
0.7793989181518555,15200,0.6559195518493652,-337.12213134765625,1089,76000
0.016784895211458206,15300,0.6891351938247681,-8.482272148132324,1089,76500
0.0315375030040741,15400,0.6779221296310425,-35.886070251464844,1090,77000
0.07007793337106705,15500,0.6574488282203674,-50.70138168334961,1090,77500
0.028732139617204666,15600,0.6895313262939453,-26.075210571289062,1090,78000
8812.9970703125,15700,0.5634893178939819,0.14757293462753296,1090,78500
0.0876917615532875,15800,0.6824876666069031,-91.12875366210938,1090,79000
0.00724595133215189,15900,0.6868652105331421,-5.182382106781006,1090,79500
0.07029739022254944,16000,0.6905426383018494,-3.922879695892334,1090,80000
0.014801755547523499,16100,0.6335369348526001,-20.119693756103516,1090,80500
5489.40771484375,16200,0.6282509565353394,0.019090592861175537,1091,81000
0.6173540353775024,16300,0.6448293924331665,-507.0290222167969,1091,81500
0.02999788522720337,16400,0.6898984909057617,-4.6562418937683105,1090,82000
0.01541661936789751,16500,0.6894782185554504,-18.84831428527832,1090,82500
0.1360733062028885,16600,0.6794325709342957,-52.79222869873047,1090,83000
8987.720703125,16700,0.5783678293228149,0.8669604808092117,1090,83500
7382.9638671875,16800,0.6395788788795471,0.011898040771484375,1090,84000
0.3264734148979187,16900,0.6462668180465698,-330.081787109375,1091,84500
0.4237595200538635,17000,0.5945249795913696,-313.1671142578125,1091,85000
0.02161451242864132,17100,0.681780219078064,-75.02873992919922,1091,85500
9038.56640625,17200,0.5643424987792969,0.6092791259288788,1092,86000
0.013318443670868874,17300,0.6872104406356812,-14.04281234741211,1091,86500
0.02177063189446926,17400,0.6834686398506165,-142.98936462402344,1091,87000
0.0047457595355808735,17500,0.6906002163887024,-16.91282081604004,1092,87500
0.0037925466895103455,17600,0.6873698234558105,-21.033784866333008,1092,88000
0.029641082510352135,17700,0.6579245924949646,-121.17957305908203,1092,88500
0.5917941927909851,17800,0.6294418573379517,-1004.1038208007812,1092,89000
1.3579519987106323,17900,0.6128307580947876,-718.9835205078125,1092,89500
0.1445605754852295,18000,0.6440600156784058,-312.48052978515625,1092,90000
3749.85009765625,18100,0.6303269267082214,0.020099639892578125,1092,90500
9079.52734375,18200,0.5908715128898621,-0.18599200248718262,1092,91000
0.6310766339302063,18300,0.6710101366043091,-136.29270935058594,1093,91500
0.02318085916340351,18400,0.6780197024345398,-242.09066772460938,1093,92000
0.3235199451446533,18500,0.49852219223976135,-181.36978149414062,1093,92500
0.02056467905640602,18600,0.6826171875,-166.29783630371094,1093,93000
0.006575019098818302,18700,0.6902636289596558,-41.00129699707031,1093,93500
0.00881824642419815,18800,0.6852631568908691,-77.58660888671875,1093,94000
3733.843017578125,18900,0.6168869733810425,0.025749504566192627,1093,94500
0.12191663682460785,19000,0.670386016368866,-616.1407470703125,1093,95000
0.291875422000885,19100,0.5842670202255249,-815.6341552734375,1093,95500
0.05630655959248543,19200,0.6523520946502686,-284.27301025390625,1093,96000
0.007535799406468868,19300,0.6885193586349487,-69.28388214111328,1094,96500
0.2050742655992508,19400,0.5665709972381592,-291.673583984375,1094,97000
0.11679886281490326,19500,0.6017955541610718,-339.465087890625,1094,97500
0.00034659792436286807,19600,0.6914462447166443,-3.4130678176879883,1094,98000
0.004072536714375019,19700,0.690179705619812,-16.22629737854004,1094,98500
0.23344111442565918,19800,0.6179330945014954,-628.6764526367188,1094,99000
0.12584343552589417,19900,0.6384207010269165,-822.1553955078125,1094,99500
0.1429702490568161,20000,0.6397914886474609,-577.6648559570312,1095,100000
