policy_entropy,value_loss,explained_variance,total_timesteps,fps,nupdates
0.6399766206741333,0.19224360585212708,-193.5219268798828,75000,1097,15000
0.6896671056747437,0.024393433704972267,-20.38553810119629,75500,1097,15100
0.6807147264480591,1.7831789255142212,-33.09695816040039,76000,1097,15200
0.6418477296829224,0.2518802881240845,-223.71038818359375,76500,1097,15300
0.6708434820175171,0.23885273933410645,-30.270784378051758,77000,1097,15400
0.6612876653671265,0.036333926022052765,-76.89412689208984,77500,1097,15500
0.6272834539413452,1.7444120645523071,-27.12373161315918,78000,1098,15600
0.6904796957969666,0.026822656393051147,-48.555946350097656,78500,1098,15700
0.6117868423461914,0.36937975883483887,-268.1696472167969,79000,1098,15800
0.5109071731567383,1.029463291168213,-404.6110534667969,79500,1098,15900
0.6899580955505371,0.03163360431790352,-3.840280532836914,80000,1098,16000
0.6547017097473145,0.26998573541641235,-239.7106170654297,80500,1098,16100
0.6691595315933228,0.4480704367160797,-517.9058227539062,81000,1098,16200
0.6903694868087769,0.2145756185054779,-8.901647567749023,81500,1098,16300
0.5833326578140259,1.905269980430603,-292.1226501464844,82000,1098,16400
0.6715250015258789,0.11644037067890167,-187.47862243652344,82500,1099,16500
0.6890188455581665,0.08605790883302689,-3.4971065521240234,83000,1099,16600
0.6661413908004761,0.05103021115064621,-81.50542449951172,83500,1099,16700
0.6765738725662231,0.05273022502660751,-45.62331008911133,84000,1099,16800
0.6832419633865356,0.5669890642166138,-77.52801513671875,84500,1099,16900
0.6741593480110168,0.2537994086742401,-59.00230407714844,85000,1099,17000
0.6903520822525024,0.01836795173585415,-89.68302154541016,85500,1099,17100
0.6743491291999817,0.012879684567451477,-68.80055236816406,86000,1100,17200
0.6590433120727539,0.011185099370777607,-66.57669830322266,86500,1100,17300
0.44386982917785645,1.0521891117095947,-532.0953369140625,87000,1100,17400
0.650304913520813,0.21111173927783966,-211.91036987304688,87500,1100,17500
0.644361138343811,0.7524017095565796,-39.9903678894043,88000,1100,17600
0.6878406405448914,0.007891608402132988,-32.4736213684082,88500,1100,17700
0.6863482594490051,0.006581156048923731,-76.3623275756836,89000,1101,17800
0.6913394927978516,0.001972295343875885,-11.572319030761719,89500,1101,17900
0.6680256128311157,0.034625619649887085,-291.13360595703125,90000,1100,18000
0.6894157528877258,0.007950853556394577,-93.92141723632812,90500,1101,18100
0.5260344743728638,6.064755439758301,-490.4924011230469,91000,1101,18200
0.6098196506500244,2.125464677810669,-156.31488037109375,91500,1101,18300
0.5419191718101501,0.14796391129493713,-209.61099243164062,92000,1101,18400
0.6884023547172546,0.06931731849908829,-9.666736602783203,92500,1101,18500
0.6544920802116394,1868.818115234375,0.035752177238464355,93000,1101,18600
0.6615607142448425,0.05452984571456909,-152.93267822265625,93500,1102,18700
0.6815946102142334,0.04608939215540886,-66.83036804199219,94000,1102,18800
0.6363474726676941,0.13153940439224243,-512.0960083007812,94500,1102,18900
0.6187132596969604,0.5090463757514954,-2110.364501953125,95000,1102,19000
0.518451988697052,1.4313160181045532,-375.2765808105469,95500,1102,19100
0.6907823085784912,0.002915466669946909,-18.705209732055664,96000,1102,19200
0.6406580209732056,0.035332534462213516,-164.93507385253906,96500,1102,19300
0.6460670232772827,0.2079087793827057,-1154.3109130859375,97000,1103,19400
0.5797873139381409,0.14421215653419495,-364.1477966308594,97500,1103,19500
0.6386024355888367,0.14155690371990204,-532.5894775390625,98000,1103,19600
0.6877792477607727,0.002061993582174182,-18.649662017822266,98500,1103,19700
0.6578995585441589,0.09941768646240234,-276.6231994628906,99000,1103,19800
0.6906564235687256,0.001863268786109984,-13.601630210876465,99500,1103,19900
0.5835550427436829,0.4111853241920471,-415.6691589355469,100000,1103,20000
